import time: self [us] | cumulative | imported package
import time:       825 |        825 |                                 pandas._version_meson
import time:     11110 |    6158401 |                               pandas
import time:     15145 |    6173545 |                             folium.utilities
import time:     81331 |    6254876 |                           folium.map
import time:     27147 |      27147 |                           folium.raster_layers
import time:     35488 |    6317510 |                         folium.folium
import time:     38414 |      38414 |                         folium.vector_layers
import time:    137699 |    6495612 |                       folium.features
import time:       937 |        937 |                       folium._version
import time:      5993 |    6652744 |                     folium
import time:      1490 |       1490 |                       playwright
import time:      1422 |       1422 |                         playwright._impl
import time:      4167 |       5588 |                       playwright._impl._api_structures
import time:      2797 |       2797 |                       playwright._impl._errors
import time:      1219 |       1219 |                               pyee.base
import time:       744 |        744 |                               pyee.asyncio
import time:       533 |        533 |                                     twisted
import time:        31 |        563 |                                   twisted.internet
import time:       133 |        696 |                                 twisted.internet.defer
import time:       507 |       1202 |                               pyee.twisted
import time:       792 |        792 |                               pyee.executor
import time:       711 |        711 |                                         attrs.converters
import time:       377 |        377 |                                         attrs.exceptions
import time:       398 |        398 |                                         attrs.filters
import time:       383 |        383 |                                         attrs.setters
import time:       389 |        389 |                                         attrs.validators
import time:      1085 |       3341 |                                       attrs
import time:      1125 |       1125 |                                           sniffio._version
import time:       859 |        859 |                                           sniffio._impl
import time:       795 |       2778 |                                         sniffio
import time:      1408 |       4185 |                                       trio._util
import time:      1666 |       1666 |                                       trio._core._wakeup_socketpair
import time:      9014 |      18204 |                                     trio._core._entry_queue
import time:      2991 |       2991 |                                     trio._core._exceptions
import time:      1489 |       1489 |                                       trio._core._run_context
import time:      3663 |       5152 |                                     trio._core._ki
import time:      1914 |       1914 |                                             outcome._util
import time:      4882 |       6796 |                                           outcome._impl
import time:      2281 |       2281 |                                           outcome._version
import time:      8172 |      17249 |                                         outcome
import time:      3462 |       3462 |                                           sortedcontainers.sortedlist
import time:      1191 |       1191 |                                           sortedcontainers.sortedset
import time:      1923 |       1923 |                                           sortedcontainers.sorteddict
import time:      1727 |       8302 |                                         sortedcontainers
import time:      4534 |       4534 |                                         trio._abc
import time:     11033 |      11033 |                                         trio._deprecate
import time:      2757 |       2757 |                                         trio._core._asyncgens
import time:      2430 |       2430 |                                         trio._core._concat_tb
import time:      1340 |       1340 |                                         trio._core._instrumentation
import time:      2645 |       2645 |                                         trio._core._parking_lot
import time:      3729 |       3729 |                                         trio._core._thread_cache
import time:      5070 |       5070 |                                         trio._core._traps
import time:      1736 |       1736 |                                             exceptiongroup._exceptions
import time:      1654 |       3389 |                                           exceptiongroup._catch
import time:       754 |        754 |                                           exceptiongroup._version
import time:      1957 |       1957 |                                           exceptiongroup._formatting
import time:      1082 |       1082 |                                           exceptiongroup._suppress
import time:      1731 |       8912 |                                         exceptiongroup
import time:      1077 |       1077 |                                         trio._core._generated_io_kqueue
import time:      3908 |       3908 |                                         trio._core._io_kqueue
import time:      2087 |       2087 |                                         trio._core._generated_instrumentation
import time:      1396 |       1396 |                                         trio._core._generated_run
import time:     30843 |     107304 |                                       trio._core._run
import time:      4155 |     111459 |                                     trio._core._local
import time:      3256 |       3256 |                                     trio._core._mock_clock
import time:      2924 |       2924 |                                     trio._core._unbounded_queue
import time:      1521 |     145504 |                                   trio._core
import time:       806 |        806 |                                   trio.abc
import time:     14165 |      14165 |                                       trio._sync
import time:     12342 |      26506 |                                     trio._threads
import time:       835 |      27341 |                                   trio.from_thread
import time:      2658 |       2658 |                                       trio._highlevel_generic
import time:      2825 |       2825 |                                         trio._subprocess_platform.kqueue
import time:      2541 |       5365 |                                       trio._subprocess_platform
import time:      4856 |      12878 |                                     trio._subprocess
import time:      2272 |       2272 |                                     trio._unix_pipes
import time:      4089 |      19237 |                                   trio.lowlevel
import time:      2420 |       2420 |                                     trio._socket
import time:      3916 |       6336 |                                   trio.socket
import time:      1866 |       1866 |                                   trio.to_thread
import time:     10944 |      10944 |                                   trio._channel
import time:     13479 |      13479 |                                   trio._dtls
import time:      2745 |       2745 |                                   trio._file_io
import time:       853 |        853 |                                   trio._highlevel_open_tcp_listeners
import time:      1405 |       1405 |                                   trio._highlevel_open_tcp_stream
import time:      2361 |       2361 |                                   trio._highlevel_open_unix_stream
import time:      3099 |       3099 |                                   trio._highlevel_serve_listeners
import time:      1976 |       1976 |                                   trio._highlevel_socket
import time:       956 |        956 |                                   trio._highlevel_ssl_helpers
import time:      3558 |       3558 |                                   trio._path
import time:      1141 |       1141 |                                   trio._signals
import time:      8730 |       8730 |                                   trio._ssl
import time:      2440 |       2440 |                                   trio._timeouts
import time:      1455 |       1455 |                                   trio._version
import time:      7554 |     263777 |                                 trio
import time:      1709 |     265486 |                               pyee.trio
import time:      1811 |     271251 |                             pyee
import time:      1432 |       1432 |                               playwright._impl._str_utils
import time:     11662 |      13093 |                             playwright._impl._helper
import time:      2752 |       2752 |                                 playwright._repo_version
import time:      5470 |       8221 |                               playwright._impl._driver
import time:      3804 |      12025 |                             playwright._impl._transport
import time:      7439 |     303807 |                           playwright._impl._connection
import time:      1712 |       1712 |                               playwright._impl._map
import time:     17090 |      18801 |                             playwright._impl._js_handle
import time:      5295 |       5295 |                               playwright._impl._writable_stream
import time:     10761 |      16056 |                             playwright._impl._set_input_files_helpers
import time:      5608 |      40464 |                           playwright._impl._element_handle
import time:       956 |     345226 |                         playwright._impl._accessibility
import time:     12844 |      12844 |                               playwright._impl._event_context_manager
import time:      1655 |       1655 |                               playwright._impl._waiter
import time:     22563 |      37061 |                             playwright._impl._network
import time:      3148 |       3148 |                                 playwright._impl._stream
import time:      3896 |       7043 |                               playwright._impl._artifact
import time:      2326 |       9369 |                             playwright._impl._tracing
import time:      4784 |      51213 |                           playwright._impl._fetch
import time:      3465 |       3465 |                           playwright._impl._locator
import time:      2808 |       2808 |                             playwright._impl._console_message
import time:      1186 |       1186 |                             playwright._impl._download
import time:      1260 |       1260 |                             playwright._impl._file_chooser
import time:      6169 |       6169 |                             playwright._impl._frame
import time:      1734 |       1734 |                               playwright._impl._local_utils
import time:      4702 |       6435 |                             playwright._impl._har_router
import time:      2757 |       2757 |                             playwright._impl._input
import time:      1410 |       1410 |                             playwright._impl._video
import time:      7676 |      29698 |                           playwright._impl._page
import time:     16613 |     100987 |                         playwright._impl._assertions
import time:      1534 |       1534 |                             playwright._impl._cdp_session
import time:       954 |        954 |                             playwright._impl._dialog
import time:       997 |        997 |                             playwright._impl._web_error
import time:      5026 |       8510 |                           playwright._impl._browser_context
import time:      2450 |      10959 |                         playwright._impl._browser
import time:      1219 |       1219 |                           playwright._impl._json_pipe
import time:      1745 |       2963 |                         playwright._impl._browser_type
import time:      2370 |       2370 |                           playwright._impl._selectors
import time:      1601 |       3971 |                         playwright._impl._playwright
import time:      5952 |       5952 |                           playwright._impl._impl_to_api_mapping
import time:      3513 |       9464 |                         playwright._impl._sync_base
import time:     46682 |     520250 |                       playwright.sync_api._generated
import time:      1367 |       1367 |                         playwright._impl._object_factory
import time:      1978 |       3344 |                       playwright.sync_api._context_manager
import time:      6301 |     539767 |                     playwright.sync_api
import time:      3796 |       3796 |                             geopy.exc
import time:      1186 |       1186 |                                 geopy.compat
import time:      2198 |       2198 |                                   geopy.util
import time:      4455 |       4455 |                                         multidict._abc
import time:     73833 |      73833 |                                           multidict._multidict
import time:      2142 |      75975 |                                         multidict._compat
import time:      3085 |      83514 |                                       multidict
import time:      9314 |      92827 |                                     aiohttp.hdrs
import time:     49864 |      49864 |                                               yarl._quoting_c
import time:      3642 |      53505 |                                             yarl._quoting
import time:      1319 |      54824 |                                           yarl._quoters
import time:      3288 |      58111 |                                         yarl._query
import time:      3738 |       3738 |                                             propcache
import time:     34428 |      34428 |                                               propcache._helpers_c
import time:      1929 |      36357 |                                             propcache._helpers
import time:      3284 |      43378 |                                           propcache.api
import time:      4618 |       4618 |                                           yarl._parse
import time:      2870 |       2870 |                                           yarl._path
import time:     84808 |     135673 |                                         yarl._url
import time:      5460 |     199243 |                                       yarl
import time:      7017 |       7017 |                                           aiohttp.typedefs
import time:      6046 |      13063 |                                         aiohttp.http_exceptions
import time:      5896 |       5896 |                                             aiohttp.client_exceptions
import time:      2147 |       2147 |                                               netrc
import time:      4162 |       4162 |                                               aiohttp.log
import time:     10549 |      10549 |                                               async_timeout
import time:     19231 |      36087 |                                             aiohttp.helpers
import time:      2678 |       2678 |                                             aiohttp.tcp_helpers
import time:      1697 |      46357 |                                           aiohttp.base_protocol
import time:      1173 |       1173 |                                             brotlicffi
import time:      5254 |       6427 |                                           aiohttp.compression_utils
import time:     15479 |      15479 |                                               aiohttp._cookie_helpers
import time:      7341 |      22819 |                                             aiohttp.abc
import time:     81165 |      81165 |                                             aiohttp._http_writer
import time:      5384 |     109367 |                                           aiohttp.http_writer
import time:     12524 |      12524 |                                           aiohttp.streams
import time:    577781 |     577781 |                                           aiohttp._http_parser
import time:     17503 |     769957 |                                         aiohttp.http_parser
import time:      1390 |       1390 |                                             aiohttp._websocket
import time:      5516 |       5516 |                                             aiohttp._websocket.models
import time:     41248 |      41248 |                                             aiohttp._websocket.mask
import time:      2391 |      50544 |                                           aiohttp._websocket.helpers
import time:     60493 |      60493 |                                             aiohttp._websocket.reader_c
import time:      1926 |      62418 |                                           aiohttp._websocket.reader
import time:      5983 |       5983 |                                           aiohttp._websocket.writer
import time:      1273 |     120216 |                                         aiohttp.http_websocket
import time:      2428 |     905663 |                                       aiohttp.http
import time:     20609 |      20609 |                                       aiohttp.payload
import time:     10880 |      10880 |                                           aiohttp.multipart
import time:      6459 |       6459 |                                           aiohttp.formdata
import time:     14724 |      32061 |                                         aiohttp.client_reqrep
import time:      3951 |      36012 |                                       aiohttp.client_middlewares
import time:      5917 |       5917 |                                       aiohttp.client_ws
import time:      4316 |       4316 |                                             aiohappyeyeballs._staggered
import time:      1952 |       1952 |                                             aiohappyeyeballs.types
import time:      5641 |      11908 |                                           aiohappyeyeballs.impl
import time:      3380 |       3380 |                                           aiohappyeyeballs.utils
import time:      3384 |      18672 |                                         aiohappyeyeballs
import time:      3586 |       3586 |                                         aiohttp.client_proto
import time:       408 |        408 |                                           aiodns
import time:      3648 |       4055 |                                         aiohttp.resolver
import time:    141264 |     167575 |                                       aiohttp.connector
import time:     15545 |      15545 |                                       aiohttp.cookiejar
import time:     80816 |      80816 |                                             frozenlist._frozenlist
import time:      3148 |      83964 |                                           frozenlist
import time:      5535 |      89498 |                                         aiosignal
import time:     78229 |     167727 |                                       aiohttp.tracing
import time:     21884 |    1540172 |                                     aiohttp.client
import time:      4021 |       4021 |                                     aiohttp.client_middleware_digest_auth
import time:      3046 |       3046 |                                     aiohttp.payload_streamer
import time:      4427 |    1644492 |                                   aiohttp
import time:      1796 |    1648485 |                                 geopy.adapters
import time:       670 |        670 |                                   geopy.units
import time:       778 |        778 |                                   geopy.format
import time:      8618 |      10066 |                                 geopy.point
import time:      3172 |    1662908 |                               geopy.geocoders.base
import time:      5554 |       5554 |                               geopy.location
import time:      4501 |    1672962 |                             geopy.geocoders.algolia
import time:      1482 |       1482 |                             geopy.geocoders.arcgis
import time:      2187 |       2187 |                               geopy.geocoders.tomtom
import time:      4100 |       6287 |                             geopy.geocoders.azure
import time:      1777 |       1777 |                             geopy.geocoders.baidu
import time:       684 |        684 |                             geopy.geocoders.banfrance
import time:      1736 |       1736 |                             geopy.geocoders.bing
import time:      2742 |       2742 |                             geopy.geocoders.databc
import time:      1232 |       1232 |                               geopy.geocoders.pelias
import time:      1126 |       2357 |                             geopy.geocoders.geocodeearth
import time:       848 |        848 |                             geopy.geocoders.geocodio
import time:      1826 |       1826 |                             geopy.geocoders.geolake
import time:      1879 |       1879 |                               geopy.timezone
import time:      3599 |       5477 |                             geopy.geocoders.geonames
import time:      1626 |       1626 |                             geopy.geocoders.google
import time:      2878 |       2878 |                             geopy.geocoders.here
import time:      2268 |       2268 |                             geopy.geocoders.ignfrance
import time:       611 |        611 |                             geopy.geocoders.mapbox
import time:      1036 |       1036 |                             geopy.geocoders.mapquest
import time:       602 |        602 |                             geopy.geocoders.maptiler
import time:      5740 |       5740 |                             geopy.geocoders.nominatim
import time:      2424 |       2424 |                             geopy.geocoders.opencage
import time:      4974 |       4974 |                             geopy.geocoders.openmapquest
import time:      1207 |       1207 |                             geopy.geocoders.photon
import time:       582 |        582 |                             geopy.geocoders.pickpoint
import time:      2151 |       2151 |                             geopy.geocoders.smartystreets
import time:      2205 |       2205 |                             geopy.geocoders.what3words
import time:      2363 |       2363 |                             geopy.geocoders.yandex
import time:      5902 |    1738531 |                           geopy.geocoders
import time:      2509 |    1741039 |                         geopy
import time:        76 |    1741115 |                       geopy.geocoders
import time:      2012 |    1743126 |                     transcriptx.utils.location_cache
import time:       269 |        269 |                     google.colab
import time:       409 |        409 |                     thinc_apple_ops
import time:      1307 |       1307 |                     thinc_bigendian_ops
import time:       808 |        808 |                     thinc_apple_ops
import time:       252 |        252 |                     thinc_bigendian_ops
import time:       543 |        543 |                     google.colab
import time:       535 |        535 |                     thinc_apple_ops
import time:       210 |        210 |                     thinc_bigendian_ops
import time:       382 |        382 |                     thinc_apple_ops
import time:       678 |        678 |                     thinc_bigendian_ops
Using medium spaCy model (en_core_web_md) for NER
import time:   9476700 |   18417725 |                   transcriptx.core.analysis.ner
import time:      4024 |   18421748 |                 transcriptx.core.analysis.entity_sentiment
import time:      1064 |       1064 |                         seaborn.external
import time:      1258 |       1258 |                         seaborn.external.husl
import time:      6126 |       6126 |                           seaborn.external.version
import time:      1981 |       1981 |                           seaborn.external.appdirs
import time:      2581 |      10687 |                         seaborn.utils
import time:      2977 |       2977 |                           seaborn.colors.xkcd_rgb
import time:      2282 |       2282 |                           seaborn.colors.crayons
import time:      3536 |       8794 |                         seaborn.colors
import time:      2946 |       2946 |                         seaborn._compat
import time:      2629 |      27376 |                       seaborn.palettes
import time:      3296 |      30671 |                     seaborn.rcmod
import time:      1127 |       1127 |                         seaborn._decorators
import time:      7449 |       8576 |                       seaborn._oldcore
import time:      3621 |       3621 |                         seaborn.algorithms
import time:      2602 |       6222 |                       seaborn._statistics
import time:     10514 |      10514 |                           seaborn.external.docscrape
import time:      2293 |      12807 |                         seaborn._docstrings
import time:      4822 |      17628 |                       seaborn.axisgrid
import time:      4952 |      37376 |                     seaborn.relational
import time:       550 |        550 |                       statsmodels
import time:      3884 |       4433 |                     seaborn.regression
import time:     11779 |      11779 |                     seaborn.categorical
import time:      1811 |       1811 |                         seaborn._stats
import time:      1257 |       1257 |                           seaborn._core
import time:      4220 |       4220 |                           seaborn._core.rules
import time:      4251 |       9728 |                         seaborn._core.groupby
import time:      9397 |       9397 |                           seaborn._core.typing
import time:     11432 |      20828 |                         seaborn._core.scales
import time:      3599 |       3599 |                         seaborn._stats.base
import time:      4801 |      40765 |                       seaborn._stats.counting
import time:      1887 |       1887 |                       seaborn.external.kde
import time:     13298 |      55949 |                     seaborn.distributions
import time:     61301 |      61301 |                           scipy.cluster._vq
import time:     14697 |      75997 |                         scipy.cluster.vq
import time:     57239 |      57239 |                           scipy.cluster._hierarchy
import time:       492 |        492 |                             backports_abc
import time:     30693 |      31184 |                           scipy.cluster._optimal_leaf_ordering
import time:      1580 |       1580 |                           scipy._lib._disjoint_set
import time:      7289 |      97290 |                         scipy.cluster.hierarchy
import time:      3321 |     176607 |                       scipy.cluster
import time:      9347 |       9347 |                       seaborn.cm
import time:      3598 |     189551 |                     seaborn.matrix
import time:       965 |        965 |                     seaborn.miscplot
import time:       881 |        881 |                       ipywidgets
import time:      2263 |       3143 |                     seaborn.widgets
import time:      8443 |     342308 |                   seaborn
import time:      9004 |     351311 |                 transcriptx.core.analysis.interactions
2026-01-17 01:18:10,271 - transcriptx.core.analysis.ml_acts - INFO - PyTorch version: 2.2.2
2026-01-17 01:18:10,273 - transcriptx.core.analysis.ml_acts - WARNING - PyTorch version 2.2.2 is below 2.6.0. ML models may not work properly.
2026-01-17 01:18:10,273 - transcriptx.core.analysis.ml_acts - INFO - Transformers library available
import time:     37328 |      37328 |                                       sklearn.neighbors._partition_nodes
import time:     61715 |      99042 |                                     sklearn.neighbors._ball_tree
import time:     45693 |      45693 |                                       sklearn.neighbors._kd_tree
import time:      7013 |      52706 |                                     sklearn.neighbors._base
import time:      6390 |       6390 |                                     sklearn.neighbors._classification
import time:      2432 |       2432 |                                       sklearn.neighbors._unsupervised
import time:      8002 |      10434 |                                     sklearn.neighbors._graph
import time:      3723 |       3723 |                                     sklearn.neighbors._kde
import time:      2650 |       2650 |                                     sklearn.neighbors._lof
import time:      5300 |       5300 |                                         sklearn.decomposition._dict_learning
import time:      3758 |       3758 |                                         sklearn.decomposition._factor_analysis
import time:      1999 |       1999 |                                         sklearn.decomposition._fastica
import time:      1313 |       1313 |                                           sklearn.decomposition._base
import time:      2645 |       3958 |                                         sklearn.decomposition._incremental_pca
import time:      4289 |       4289 |                                           sklearn.utils._arpack
import time:      3414 |       7702 |                                         sklearn.decomposition._kernel_pca
import time:     28944 |      28944 |                                           sklearn.decomposition._online_lda_fast
import time:      2096 |      31039 |                                         sklearn.decomposition._lda
import time:     62066 |      62066 |                                           sklearn.decomposition._cdnmf_fast
import time:      3399 |      65465 |                                         sklearn.decomposition._nmf
import time:      2140 |       2140 |                                         sklearn.decomposition._pca
import time:      4738 |       4738 |                                         sklearn.decomposition._sparse_pca
import time:      1984 |       1984 |                                         sklearn.decomposition._truncated_svd
import time:      6368 |     134446 |                                       sklearn.decomposition
import time:      2683 |     137129 |                                     sklearn.neighbors._nca
import time:      1659 |       1659 |                                     sklearn.neighbors._nearest_centroid
import time:      1416 |       1416 |                                     sklearn.neighbors._regression
import time:      8193 |     323338 |                                   sklearn.neighbors
import time:     30915 |      30915 |                                   sklearn.tree._utils
import time:     29413 |     383664 |                                 sklearn.neighbors._quad_tree
import time:     41696 |     425359 |                               sklearn.tree._tree
import time:     47855 |     473214 |                             sklearn.tree._splitter
import time:     44497 |     517711 |                           sklearn.tree._criterion
import time:      3926 |     521637 |                         sklearn.tree._classes
import time:      2482 |       2482 |                           sklearn.tree._reingold_tilford
import time:      5426 |       7908 |                         sklearn.tree._export
import time:     10084 |     539628 |                       sklearn.tree
import time:      1985 |       1985 |                       sklearn.ensemble._base
import time:      8540 |     550152 |                     sklearn.ensemble._bagging
import time:      3875 |       3875 |                     sklearn.ensemble._forest
import time:      6394 |       6394 |                         sklearn.dummy
import time:      7649 |      14043 |                       sklearn.ensemble._gb_losses
import time:     41520 |      41520 |                       sklearn.ensemble._gradient_boosting
import time:      3034 |      58596 |                     sklearn.ensemble._gb
import time:      1927 |       1927 |                       sklearn.ensemble._hist_gradient_boosting
import time:       336 |        336 |                           sklearn.ensemble._hist_gradient_boosting.collections
import time:        56 |         56 |                           sklearn.ensemble._hist_gradient_boosting.enum
import time:     19690 |      20081 |                         sklearn.ensemble._hist_gradient_boosting.common
import time:     30520 |      50600 |                       sklearn.ensemble._hist_gradient_boosting._gradient_boosting
import time:     24206 |      24206 |                         sklearn.ensemble._hist_gradient_boosting._binning
import time:     57653 |      57653 |                         sklearn.ensemble._hist_gradient_boosting._bitset
import time:      3873 |      85731 |                       sklearn.ensemble._hist_gradient_boosting.binning
import time:     32185 |      32185 |                         sklearn.ensemble._hist_gradient_boosting.histogram
import time:     82542 |      82542 |                           sklearn.ensemble._hist_gradient_boosting._predictor
import time:      1655 |      84197 |                         sklearn.ensemble._hist_gradient_boosting.predictor
import time:     39463 |      39463 |                         sklearn.ensemble._hist_gradient_boosting.splitting
import time:     27462 |      27462 |                         sklearn.ensemble._hist_gradient_boosting.utils
import time:      4751 |     188056 |                       sklearn.ensemble._hist_gradient_boosting.grower
import time:      7042 |     333355 |                     sklearn.ensemble._hist_gradient_boosting.gradient_boosting
import time:      3363 |       3363 |                     sklearn.ensemble._iforest
import time:      3804 |       3804 |                     sklearn.ensemble._stacking
import time:      2703 |       2703 |                     sklearn.ensemble._voting
import time:      3678 |       3678 |                     sklearn.ensemble._weight_boosting
import time:      5231 |     964754 |                   sklearn.ensemble
2026-01-17 01:18:11,238 - transcriptx.core.analysis.ml_acts - INFO - Scikit-learn available
import time:      6837 |     971591 |                 transcriptx.core.analysis.ml_acts
import time:      1354 |       1354 |                           textblob.exceptions
import time:      6621 |       7975 |                         textblob.decorators
import time:      1347 |       1347 |                         textblob.utils
import time:     12340 |      12340 |                                 xml.etree.cElementTree
import time:      3377 |       3377 |                                 textblob.compat
import time:     13728 |      29444 |                               textblob._text
import time:      4847 |      34291 |                             textblob.en
import time:     27590 |      61880 |                           textblob.en.inflect
import time:      1008 |      62887 |                         textblob.inflect
import time:      1488 |       1488 |                         textblob.mixins
import time:      1651 |       1651 |                         textblob.base
import time:      3198 |       3198 |                               textblob.en.taggers
import time:       651 |       3848 |                             textblob.taggers
import time:      2070 |       5918 |                           textblob.en.np_extractors
import time:       696 |       6613 |                         textblob.np_extractors
import time:       934 |        934 |                         textblob.tokenizers
import time:      2915 |       2915 |                           textblob.en.sentiments
import time:       931 |       3846 |                         textblob.sentiments
import time:       585 |        585 |                           textblob.en.parsers
import time:       957 |       1542 |                         textblob.parsers
import time:      1611 |       1611 |                         textblob.translate
import time:     16911 |     106799 |                       textblob.blob
import time:      2328 |     109127 |                     textblob
import time:     15639 |     124766 |                   nrclex
2026-01-17 01:18:11,395 - transcriptx - INFO - [EMOTION] NRCLex loaded successfully
import time:      3555 |       3555 |                   transformers.feature_extraction_utils
import time:      1254 |       1254 |                   transformers.image_processing_utils
import time:      3248 |       3248 |                   transformers.models.auto.feature_extraction_auto
import time:      1257 |       1257 |                   transformers.models.auto.image_processing_auto
import time:      2183 |       2183 |                           transformers.debug_utils
import time:      7725 |       7725 |                           transformers.trainer_utils
import time:     17538 |      27445 |                         transformers.training_args
import time:     13970 |      41414 |                       transformers.modelcard
import time:      3238 |       3238 |                       transformers.pipelines.pt_utils
import time:      9755 |      54407 |                     transformers.pipelines.base
import time:      1424 |      55830 |                   transformers.pipelines.audio_classification
import time:      1677 |       1677 |                     transformers.pipelines.audio_utils
import time:      1997 |       3673 |                   transformers.pipelines.automatic_speech_recognition
import time:      9399 |       9399 |                   transformers.pipelines.conversational
import time:     10926 |      10926 |                       PIL.ImageOps
import time:      4610 |      15536 |                     transformers.image_utils
import time:     13271 |      28807 |                   transformers.pipelines.depth_estimation
import time:     20939 |      20939 |                         transformers.data.data_collator
import time:      1757 |       1757 |                         transformers.data.metrics
import time:      3396 |       3396 |                             transformers.data.processors.utils
import time:      3183 |       6579 |                           transformers.data.processors.glue
import time:      6475 |       6475 |                           transformers.data.processors.squad
import time:      1417 |       1417 |                           transformers.data.processors.xnli
import time:       896 |      15366 |                         transformers.data.processors
import time:      5247 |      43307 |                       transformers.data
import time:      2676 |      45983 |                     transformers.pipelines.question_answering
import time:      5368 |      51350 |                   transformers.pipelines.document_question_answering
import time:      1048 |       1048 |                   transformers.pipelines.feature_extraction
import time:      1624 |       1624 |                   transformers.pipelines.fill_mask
import time:      3237 |       3237 |                   transformers.pipelines.image_classification
import time:      5918 |       5918 |                   transformers.pipelines.image_segmentation
import time:      4206 |       4206 |                   transformers.pipelines.image_to_text
import time:      3302 |       3302 |                   transformers.pipelines.mask_generation
import time:      4910 |       4910 |                   transformers.pipelines.object_detection
import time:      2927 |       2927 |                   transformers.pipelines.table_question_answering
import time:      2546 |       2546 |                   transformers.pipelines.text2text_generation
import time:      2788 |       2788 |                   transformers.pipelines.text_classification
import time:      3298 |       3298 |                   transformers.pipelines.text_generation
import time:      5214 |       5214 |                   transformers.pipelines.token_classification
import time:      3442 |       3442 |                   transformers.pipelines.video_classification
import time:      3570 |       3570 |                   transformers.pipelines.visual_question_answering
import time:      1790 |       1790 |                   transformers.pipelines.zero_shot_audio_classification
import time:      2097 |       2097 |                   transformers.pipelines.zero_shot_classification
import time:     15002 |      15002 |                   transformers.pipelines.zero_shot_image_classification
import time:      5416 |       5416 |                   transformers.pipelines.zero_shot_object_detection
import time:      5709 |       5709 |                   transformers.onnx
import time:      4956 |       4956 |                   transformers.onnx.utils
import time:      8279 |       8279 |                   transformers.activations
import time:      1228 |       1228 |                   transformers.deepspeed
import time:      2984 |       2984 |                     transformers.generation
import time:      1428 |       1428 |                     transformers.generation.beam_constraints
import time:      1849 |       1849 |                     transformers.generation.beam_search
import time:      2067 |       2067 |                     transformers.generation.logits_process
import time:      2397 |       2397 |                     transformers.generation.stopping_criteria
import time:     39067 |      39067 |                           safetensors._safetensors_rust
import time:      9390 |      48456 |                         safetensors
import time:      2828 |      51284 |                       safetensors.torch
import time:      1961 |      53245 |                     transformers.pytorch_utils
import time:      5348 |       5348 |                     transformers.utils.quantization_config
import time:     45224 |     114539 |                   transformers.modeling_utils
import time:      8397 |       8397 |                       torch.testing._internal
import time:      5289 |      13686 |                     torch.testing._internal.logging_tensor
import time:     16345 |      30030 |                   torch.utils.checkpoint
import time:      4841 |       4841 |                   transformers.utils.model_parallel_utils
import time:      2422 |       2422 |                   transformers.models.ibert.quant_modules
import time:      4401 |       4401 |                               distutils.compat
import time:      1391 |       5791 |                             distutils.compat.py39
import time:       276 |        276 |                                   distutils.compilers
import time:       397 |        672 |                                 distutils.compilers.C
import time:      1379 |       2051 |                               distutils.compilers.C.errors
import time:      3363 |       5414 |                             distutils.errors
import time:      3120 |      14323 |                           distutils._modified
import time:      1633 |       1633 |                             distutils._log
import time:      2071 |       2071 |                               distutils.file_util
import time:      3410 |       5480 |                             distutils.dir_util
import time:       504 |        504 |                               distutils.debug
import time:       918 |       1422 |                             distutils.spawn
import time:      5120 |      13654 |                           distutils.archive_util
import time:      2526 |       2526 |                           distutils.util
import time:      3038 |      33540 |                         distutils.cmd
import time:      7790 |       7790 |                             getopt
import time:      3171 |      10961 |                           distutils.fancy_getopt
import time:      7367 |      18327 |                         distutils.dist
import time:       863 |        863 |                         distutils.extension
import time:     14786 |      67514 |                       _distutils_hack.override
import time:      1478 |       1478 |                           distutils.filelist
import time:       819 |       2297 |                         setuptools.monkey
